avg_payment_delay,payment_ratio,missed_payments,balance,tenure_months,prior_contact_rate,num_calls_last_30,region,age_bucket,rpc_prob,rpc_label
3.6519564409759626,0.7329937438910546,0,1385.59,91,0.47146596227059323,3,West,46-60,0.4034112781928416,0
2.8098195879346717,0.5712167403180914,1,347.31,86,0.3525907091548813,0,West,18-30,0.5188576299235078,1
7.762856870123621,1.0,1,2868.73,5,0.5468879320703984,2,North,31-45,0.14650576709626092,0
10.150325020206653,0.7961738056337289,0,5174.27,11,0.7524194560066374,3,East,46-60,0.015123165841292063,0
9.543629345408666,0.6894837091802715,1,545.95,41,0.36724874597709045,0,East,31-45,0.4255882668911935,0
2.403141144634041,0.922715125240562,0,342.98,35,0.5003206598665106,4,Central,31-45,0.7464284542456502,1
3.895493403862873,0.4693160712516026,1,1154.34,84,0.3571812137150524,3,East,18-30,0.31940161286447355,0
3.3643049025602956,0.2856061775824196,5,4753.88,4,0.43505076115694963,1,North,18-30,0.0060902432040262425,0
4.3148643473579655,0.7843422925200972,0,2160.82,23,0.12476922200624228,1,East,18-30,0.15551387125597368,0
8.853265570089768,0.9147950236530248,0,6179.46,81,0.1987556243578266,2,East,46-60,0.003925125933661497,0
12.306787371621631,0.6715391808601799,1,3124.98,4,0.2587729742417054,1,East,31-45,0.03970298087919083,0
6.535461420925496,0.5641769641590013,0,1739.78,48,0.3610810028182141,1,North,31-45,0.20965762054766812,1
2.8945338692766516,0.5086394238792464,0,306.16,28,0.09138739772285069,4,North,18-30,0.4971010290569979,1
4.862525894666712,0.4531049124863089,1,3187.13,10,0.18871417602059523,7,North,18-30,0.050331815687998396,1
13.837618605220754,0.8330344233639636,1,1397.38,11,0.14570431952796262,1,North,31-45,0.203180929658982,0
5.3447658046615585,0.863591756815484,1,901.3,71,0.3818914823827832,1,South,18-30,0.47588184602215644,0
3.9290541077267314,0.883618406302886,0,1041.28,1,0.5749651698050172,2,Central,31-45,0.5447102009078493,0
4.196557835403835,0.7014539666688641,2,4982.84,118,0.27522113387229863,0,South,46-60,0.010015504749407215,1
6.514540092144037,0.46878567387000014,1,16.69,34,0.10101814017108227,1,North,31-45,0.45478633240237165,1
2.476895203515788,0.5570182162016412,1,2080.61,97,0.29539367540907774,2,Central,18-30,0.17324689972343033,0
3.2975913543700877,0.8197283727588082,1,2153.84,34,0.20916139537752418,3,Central,18-30,0.19131832944834715,0
9.449317180722751,0.4925390899772806,0,150.28,56,0.20401403964892623,3,West,60+,0.4462616006787519,1
6.384382845969192,0.6796323952279624,0,5082.24,62,0.14414686281512462,2,East,18-30,0.00869994141209501,0
5.385482521436639,0.4965032550262751,0,1026.41,81,0.172612753323242,0,East,31-45,0.2831694620732623,0
9.768040694037103,0.5606355129691953,0,1884.17,105,0.16754220948771623,2,North,46-60,0.14609434349577038,1
2.744057351344576,0.4696195975266271,0,833.95,36,0.3387356618645667,1,Central,31-45,0.38930354445211024,0
3.835304751692941,0.7032562378753899,1,571.2,21,0.3725326415496863,0,South,60+,0.4660419289417811,1
6.236790914344182,0.4073852505351353,2,1265.89,28,0.07010686449569893,2,West,31-45,0.15632149314893093,0
6.08074377179209,0.5479262844336353,0,3340.13,16,0.1519453329105973,0,South,31-45,0.03378802827787449,0
1.2775367228952392,0.8702246038588066,1,1533.16,80,0.17097264471823811,3,North,60+,0.3445236638991364,1
3.5413842408153444,0.9097642436964246,1,1587.84,59,0.10228983188713098,4,Central,46-60,0.30593738670946913,0
4.400995111084819,0.8341572464188349,4,571.05,28,0.4058539239750043,2,East,31-45,0.49345724585578915,0
6.733816626095304,0.9830834403894354,0,400.19,107,0.5595279912639398,0,East,46-60,0.6958284401614833,1
6.065290924552798,0.4360793863391718,2,1483.42,44,0.3346135145155367,1,North,46-60,0.17980105810689148,1
4.717178892003926,0.6817278955147037,1,236.66,29,0.09868472742323268,2,East,60+,0.4817151338350719,1
0.6423152457180019,0.7150978625242002,0,887.15,2,0.2858239430841732,1,North,18-30,0.46747178118219135,1
4.898013583354381,1.0,3,431.06,16,0.5394768665156037,2,Central,31-45,0.6452165119512229,0
5.23691708335567,0.6525072949612065,1,1834.95,49,0.5595223575352027,1,Central,46-60,0.2395876709959112,0
21.89399336634861,0.8602620866774212,3,1149.08,83,0.6148736648407479,1,South,46-60,0.2483923660801307,0
4.2913793178918995,1.0,1,158.52,105,0.2432238523306116,1,North,18-30,0.7034497276336132,1
6.261178567391992,0.7260595399093283,1,1231.1,55,0.21310896962753145,0,North,18-30,0.29159043953968566,0
10.860638276642895,0.6061755221111398,1,1380.32,91,0.34283990906604705,1,North,60+,0.22425952095354368,0
8.514218089417081,0.6234897208877419,1,515.17,103,0.059850359143096124,0,North,60+,0.35384985251533535,1
12.638413741834437,0.3577139197912924,0,602.77,2,0.19897750406342724,2,West,46-60,0.24121799230975374,0
1.2987366582230593,0.6081666104312089,1,3117.31,82,0.44890338403985014,1,West,31-45,0.08358186341488047,0
2.0611856824809767,0.41572812718795377,0,177.86,87,0.30895303443587346,3,South,31-45,0.566704128581535,1
3.111801133326681,0.8564437424797864,1,5162.84,12,0.3729017921539363,1,East,18-30,0.012789202979569435,0
1.0779515845567642,0.3875681899446807,2,360.86,58,0.3456364178551939,3,East,31-45,0.47702246415133476,0
5.270271880824442,0.7784480899107665,1,415.14,26,0.2785518451155828,0,East,46-60,0.5016535160463291,1
2.217533131711551,0.9275385002969118,2,744.07,50,0.707266845911551,0,West,18-30,0.6244347561406041,1
13.725626240046271,0.8457927771242479,1,4436.13,118,0.14142696907252017,4,East,18-30,0.016026693129899353,0
2.5386026413358675,0.6033962979293596,2,3394.17,30,0.396218968706875,5,South,46-60,0.05622411754090415,0
3.853509653608919,0.8527691090842865,2,2059.28,14,0.12921986260342558,2,West,31-45,0.16186661174120173,0
8.858886479112758,0.7019353924580534,1,2374.73,15,0.306001973330957,2,East,18-30,0.1088473915085631,0
1.5874141709024805,0.6085376103569108,0,1106.26,65,0.46930342667619396,2,West,31-45,0.43749694366957004,0
1.0007494947299733,0.6273157507198264,1,3530.54,17,0.12922396999004335,3,South,31-45,0.04124120091865694,0
5.7497152313328375,0.7885804094909108,1,204.28,72,0.6004498230386769,4,North,31-45,0.7234509686530808,1
6.075571457249259,0.3886705169856625,3,1171.39,95,0.3570881487140067,1,West,18-30,0.21159736245187133,0
8.680363919471493,0.5991869620529325,1,2584.9,90,0.27384505388030406,4,East,46-60,0.09099684840746813,0
7.306131660083244,0.7749477616325059,0,1265.72,51,0.09556541338266905,2,North,60+,0.2872195701342493,0
6.240671011710868,0.5974688327086014,4,2527.92,82,0.4941897184542518,1,North,18-30,0.09586341915198315,0
2.801644250862679,0.44163990571727346,0,274.24,115,0.551650629071843,2,Central,18-30,0.6205268583985206,1
5.954534734910832,0.5217346896868875,2,59.0,14,0.1853449895476964,1,North,31-45,0.46297356043438354,1
6.223122780482107,0.7344226933891109,2,1226.94,76,0.14668743084774807,2,Central,31-45,0.28216038520275755,0
2.712252878425553,0.7965741202511847,0,1791.82,53,0.40784061520371534,1,West,60+,0.28397489517524327,1
16.26622655933528,0.9169159663661641,0,1217.44,49,0.253871975415718,3,Central,18-30,0.3038429466379693,0
7.068820712304328,0.8561565727351537,1,678.21,49,0.06001810245506031,0,Central,31-45,0.4028202349129967,1
2.0953852364111896,0.8538178278166124,0,1924.03,52,0.5865230606148388,2,West,31-45,0.3526118453801347,0
8.709833715606784,0.31568384028846314,0,3993.99,46,0.24563332436121663,3,North,18-30,0.016071127529523305,0
9.736185421211697,0.8505989998470336,1,1265.67,70,0.2146714581475127,0,East,18-30,0.2824566341095971,0
6.775135046284247,0.596562510260023,4,280.13,55,0.3312765080782392,1,East,18-30,0.4219326913832625,1
4.108559514416791,0.41169123523741097,4,1105.02,116,0.06948668175326579,0,Central,46-60,0.1741934946573175,0
2.6120560381386295,0.8115820324277002,3,2083.53,51,0.24921452405276473,3,West,31-45,0.1805386540670894,0
4.707291589056294,0.7357840385574057,0,330.42,113,0.05461256583786638,2,East,18-30,0.5403520225617376,1
6.441077837166906,0.8769541086076943,0,879.04,21,0.4248807606116852,1,West,31-45,0.4897999612603442,1
5.050525349074947,0.5931137281517427,1,1656.01,86,0.42777635540153547,1,Central,46-60,0.24008734299316453,1
13.006581650962847,0.6988589542098225,0,123.23,82,0.28371813174147964,4,East,60+,0.5403763337847687,1
7.835738507541167,0.3398362309331029,0,342.98,13,0.11639269962875078,2,West,31-45,0.3287873808640152,0
2.3607601631337958,1.0,0,1917.56,39,0.11712930854786333,2,North,31-45,0.28904169425308546,1
1.8935629644876713,0.432333468946216,1,563.13,2,0.5533133896776502,2,North,31-45,0.4970004000217418,1
7.111053345051875,0.537941777647476,1,146.91,88,0.07546545435685102,3,Central,31-45,0.47294525322502384,0
4.183507577908052,0.4938483617692046,4,2050.63,97,0.09668801298057078,2,East,18-30,0.09352450125035243,1
8.30643643856808,0.7413125590534163,1,350.85,85,0.32883402540145923,0,West,18-30,0.5055159046703249,1
7.065916885759476,0.5303826029464452,2,162.24,27,0.07799258129136682,3,South,46-60,0.39858346447483306,0
4.723205638278781,0.9156431056262841,2,1468.49,100,0.4569897328569258,4,West,18-30,0.4070603237477711,1
2.3851820431801705,0.7629604855742768,1,3615.17,103,0.12279436247636503,2,South,18-30,0.04648752673505256,0
1.1285991740595658,0.401970925551681,0,972.35,83,0.2998797949263007,1,North,60+,0.35031964229909407,1
5.875862225093369,0.8559749438255341,1,379.76,17,0.679179528376734,3,North,60+,0.6821690952049758,1
1.5607546008570967,0.8823827360451572,0,1307.92,44,0.18346989435881308,4,East,31-45,0.4282765118647078,0
2.2986123882170917,0.5542949592647849,2,1513.72,84,0.41087481511933066,2,East,18-30,0.27009149822035616,0
5.619318839959944,0.4711293236235521,2,4168.44,25,0.20345964791734128,1,South,31-45,0.012781485709930328,0
5.228846626557877,0.7797339504801822,2,5175.8,80,0.40099563039457625,3,East,31-45,0.011854606550515113,0
1.7511658694204462,0.8317324571783826,1,629.82,94,0.13874626212818106,4,North,31-45,0.5703753110727614,1
10.47697969057066,0.4993078662072431,1,1997.05,34,0.12577305461127553,2,South,31-45,0.09076392590882155,0
10.292575291345226,0.8847119488060438,1,2960.21,39,0.6161143806367655,4,South,31-45,0.12095329144621528,0
7.271742625127594,0.5852624699683254,0,1521.73,110,0.4092645391879583,2,North,18-30,0.28639192730191687,1
7.265533362293942,0.9366388708489563,0,2857.6,115,0.4835062900845531,2,West,18-30,0.153937814009674,0
7.271804367392194,0.3840369873564835,1,1107.3,85,0.20469981404897336,1,East,18-30,0.2162714665595843,0
9.67967984057119,0.5533369043405563,2,1372.16,13,0.20081569913442138,2,East,46-60,0.16472368811256213,1
7.9709260824847465,0.6583185574432202,1,159.16,1,0.3461056826842793,1,South,46-60,0.5041911563166575,0
2.5643934322426087,0.5017622536147743,1,721.77,10,0.25373140343674394,2,South,31-45,0.37374077507121406,1
4.13774544211296,0.6936693781419623,1,20.97,75,0.3810819255429227,0,West,60+,0.6165535267672053,1
20.389596594673463,0.6306398286550101,3,2057.24,64,0.4755674761035598,1,North,46-60,0.08215563155274228,0
0.6944529572138106,0.6580650882680977,1,768.83,101,0.30832017488360824,2,West,46-60,0.4829722193519706,1
3.3858891284083716,0.6192040716834162,2,3436.49,105,0.46324570410073945,1,North,46-60,0.05699631875002084,0
10.514437668084888,0.44188336692408076,1,164.23,33,0.2959202734797315,2,West,18-30,0.4068452329421405,0
2.70980047870751,0.695404072176007,2,33.3,18,0.20016461828115914,0,North,46-60,0.5583611790135586,1
8.120937865047669,0.6748889328899055,1,705.02,50,0.3890032636000712,1,West,31-45,0.41372286953106735,1
5.178583915190566,0.4982075840791626,3,5447.15,91,0.07895638819427529,0,West,18-30,0.003102766713131108,0
2.877134751088927,0.9498105628337852,0,5274.98,87,0.3594384554647429,5,North,60+,0.019689289857190245,0
0.5430336513634758,0.7629820494275653,2,1707.55,119,0.23072750025903183,1,Central,31-45,0.27587377943072033,0
5.757457559806404,0.8439314676097646,1,438.6,106,0.22475790633826237,4,Central,18-30,0.5928598312535269,0
2.515827964448533,0.5382603836205493,1,982.01,38,0.0691680940579997,2,North,46-60,0.2964885030909,0
4.568662125824423,0.23820323839848412,1,5577.97,31,0.34759681198172626,2,North,18-30,0.0034693404324349438,0
7.221902909777327,1.0,1,2403.52,74,0.2708081202106562,1,West,31-45,0.1657141092784472,0
9.158436895041234,0.7337314990343614,1,1654.27,90,0.08110335808097843,2,Central,18-30,0.18629437653521833,0
3.376897067322071,0.7727279287949324,0,3965.24,79,0.39048486219942014,1,East,18-30,0.04501308305131823,0
2.872504845972503,0.7641191082779897,0,1780.39,114,0.40514371541316296,1,North,46-60,0.3182850765353779,1
1.5339182337848902,0.7798091387087683,1,525.37,83,0.4511194466374181,2,East,31-45,0.628858870175204,1
9.46388721718925,0.4872578943219479,0,1241.4,42,0.5150502358493707,1,North,18-30,0.2838086296799648,1
18.545177926525827,0.4942458492945715,1,466.83,108,0.18634149651115398,0,North,31-45,0.2652007343561827,0
10.159429149599003,0.49480221857631723,1,1255.4,39,0.2540099304742975,1,Central,31-45,0.1976009891088217,0
11.686803157928102,0.8102592966708084,4,4897.87,114,0.36171722403489615,3,East,31-45,0.009826858247213865,0
2.729502286566947,0.4573389079182534,1,1058.26,8,0.25092572070619096,2,East,60+,0.27204285824837227,0
6.92340499516702,0.394244565120236,0,1058.26,73,0.22459586133112433,0,West,46-60,0.2293682748535551,0
8.640208496882332,0.5714983436241587,0,499.22,118,0.2486422202854175,2,West,46-60,0.4331659722905058,1
1.989415792293964,0.6455471760696295,3,383.44,82,0.09272315776102166,1,South,46-60,0.42637525985233987,0
14.361456438797886,0.6900649493390238,1,174.18,62,0.558943842827253,3,North,46-60,0.5638766846920819,1
1.25464030080295,0.6027455131673988,2,1624.28,45,0.027501015310840173,3,North,31-45,0.19862784134036593,0
12.916971047687353,0.7968662697662188,1,1251.92,90,0.3417043144502517,3,North,31-45,0.31812022750518304,1
1.2458463830907625,0.9333911895147645,1,1085.29,68,0.05235342347718209,2,West,31-45,0.4203496789002468,1
2.080612979834325,0.7098306338668554,1,4134.29,59,0.16542259191864755,2,East,31-45,0.02668167323958376,0
7.011751479409012,0.9323979118409416,2,1540.3,114,0.37161590662287236,2,East,31-45,0.3370760694213611,0
5.275243914815839,0.809982161339124,0,670.2,46,0.44271822296411056,3,West,31-45,0.571736504881376,1
3.6512298995310335,0.5089992212369291,2,445.9,51,0.11315178446559192,1,West,18-30,0.36489504097909253,0
14.00143141616952,0.5306537461015817,1,970.8,103,0.4191758378888148,4,South,18-30,0.2993881191927138,0
1.5749180643061735,0.5205504175172979,1,585.27,14,0.22214962270733896,0,South,31-45,0.39334399174487855,1
4.43487660167898,0.6618160443002612,2,620.67,96,0.08472775913380666,3,West,31-45,0.40419489039487655,0
7.6421852714967144,0.6442261049190801,1,1760.79,37,0.2956566139750752,2,North,46-60,0.18692657859805314,0
6.1691427306150945,0.8189442002632137,1,514.42,105,0.07985519140133436,3,South,18-30,0.4940916234161385,0
2.955268713605878,0.6686254035500099,1,23.29,113,0.488352204686695,2,Central,31-45,0.7122302675960058,1
3.0471317518963104,0.7495336931390794,1,649.13,92,0.24843253748541141,3,East,31-45,0.5260429930848609,1
9.065099766776319,0.4664286629173004,0,4033.92,31,0.067610870454507,2,East,31-45,0.013724782742054008,0
9.35607395659731,0.7483246138446562,3,1611.1,32,0.09647555024053298,2,West,18-30,0.1483864552304782,0
6.287096498486569,0.6043217441484616,1,1088.63,34,0.20209779513553092,2,West,18-30,0.2774154595042085,0
2.427515811496569,0.5897422765565941,0,873.68,86,0.3361579722231375,5,South,46-60,0.47658726539146273,1
3.1291016757350665,0.5707027646939131,2,2808.19,35,0.6036863612000223,0,South,31-45,0.09399238268049086,0
4.919484565390583,1.0,2,198.01,55,0.08395350804439528,1,South,46-60,0.5789407664401924,1
5.4683117217546675,0.4640588850874767,2,553.29,77,0.34437071756623827,2,South,18-30,0.3919699648608985,0
7.432308355434266,0.8353512298786518,4,1256.67,9,0.19982633441674097,1,North,31-45,0.2422346347555366,0
4.257081667929539,0.6906761380372616,2,1643.37,60,0.32792937638759373,5,Central,31-45,0.27354813448285736,0
8.926536697506663,0.42799111313509447,1,575.82,103,0.4890081779570239,3,West,31-45,0.42026547581661355,1
8.858843486023538,0.6404956167495135,0,2454.65,119,0.1967477809959698,2,West,46-60,0.10043341733542872,0
11.951861049235573,0.23268905096711995,2,577.74,84,0.35685167579420374,3,West,46-60,0.2501002928342387,0
5.081789487710873,1.0,0,48.67,70,0.0655009196279061,2,West,46-60,0.6687436588443183,0
6.363506526079917,0.626388609869807,0,1067.74,20,0.24165838595140474,1,South,31-45,0.3072496637591898,0
4.512705619842295,0.9230992957920776,0,7989.63,24,0.7971726547660853,2,East,60+,0.001465621567661843,0
2.4533840475509967,0.9691488402291575,1,602.97,49,0.6207633753348089,2,South,60+,0.6780155073654578,1
18.27028865950539,0.5863861657423548,2,569.27,51,0.30507484595713724,1,North,46-60,0.26656607371506585,0
10.960250184027121,0.7058660170872741,2,1001.39,22,0.07632662463881343,0,East,18-30,0.21545618214841825,0
8.735528785355651,0.7370800144320455,2,296.25,115,0.4230473657119049,5,North,31-45,0.6110949419770958,1
4.952718278076571,1.0,0,1381.38,88,0.09575763978674366,3,South,31-45,0.3875932835712369,0
2.2678443126328816,0.6617429098696449,1,820.43,23,0.16297980778004195,1,Central,46-60,0.37817568268098783,1
9.807281728659609,0.6892486800624691,0,773.25,21,0.13395579855095946,3,North,46-60,0.3557189461272567,0
4.451801372108514,0.4201893825191236,1,1816.47,80,0.537727825182919,1,Central,18-30,0.1993807350290464,0
6.775848953166944,0.5211921051625139,2,308.85,119,0.2608024209527233,3,West,46-60,0.4515133372084886,0
3.119071356169419,0.6000609660058018,0,9923.09,91,0.37434091196966796,4,Central,46-60,0.00010965340643017024,0
6.010025254934959,0.9602685224766303,1,1189.12,89,0.1997027375805434,4,North,31-45,0.4424457720423112,0
3.2823961878607353,1.0,2,294.77,109,0.378347729635223,2,East,18-30,0.6998942065582485,1
3.388558559300108,0.8002201710954289,1,129.84,99,0.6876840907781937,1,West,46-60,0.7410212398798245,1
5.95364813475053,0.7701875773835405,1,2101.46,55,0.32170470550864516,2,South,31-45,0.18151025304561597,0
1.2271964252817258,0.8369712158559155,2,393.3,107,0.09114820807247574,3,South,31-45,0.5740777899305424,1
1.2899072358243617,0.5630672934418107,1,2020.52,92,0.27763017517690924,6,North,31-45,0.22724648257972352,0
2.701723313708764,0.9779865296854762,2,1910.64,24,0.19524786972624206,2,East,60+,0.23246419307035185,1
4.218045463653176,0.41379242491165924,1,8609.8,34,0.36792604933441914,1,Central,18-30,0.0002113390015619054,0
9.111578738658862,0.609040833513008,1,140.13,10,0.45314920592624525,3,West,31-45,0.5444567949823179,0
4.40578894900501,0.8306628224025041,0,1199.43,99,0.15397725893863295,2,West,46-60,0.37426742458262957,0
4.928641122718525,0.603760636988716,1,1790.98,88,0.49729052639132126,3,East,31-45,0.2576237883689262,0
3.963283630144257,1.0,1,321.01,14,0.07648406334377528,0,East,60+,0.5513038132351287,0
6.356923589215955,0.8335226447831151,2,2256.86,98,0.2268992466430166,1,Central,18-30,0.1481973820764774,0
2.431738676180174,0.8967065160478606,2,1093.78,101,0.32367197492389965,0,East,46-60,0.43203150016910236,1
4.590491802003249,0.5482143826508905,0,700.93,112,0.6519977524706334,3,North,46-60,0.5746700803472272,0
6.722774377717734,0.8929965041593223,1,675.8,108,0.1364574467484068,4,Central,31-45,0.517818694222875,1
5.91909242469781,0.8620094815250164,1,682.75,44,0.6271297666175094,1,East,31-45,0.5915069794495139,1
5.048928898927748,1.0,0,2236.71,39,0.36518820273371266,1,North,46-60,0.24123316003408735,1
5.095529512638949,0.2615680852908544,2,4855.27,94,0.10416200777514689,2,South,18-30,0.005036306498617652,0
7.187370980435318,0.543882568379227,1,1600.63,42,0.09659990753249871,2,East,31-45,0.1573266994667138,0
18.834597590636843,0.7672721129837491,1,372.36,106,0.26468061632304163,4,South,18-30,0.420944263095766,0
2.5780105000565063,0.7732548267558013,0,193.83,46,0.20093912197928504,2,West,31-45,0.623620795928526,0
19.180056980355168,0.6909928261947126,0,131.3,33,0.3466276086947292,5,South,18-30,0.4792967243027583,0
2.4773688339878577,0.3944146131938233,2,1247.3,69,0.19179222191251352,4,West,31-45,0.23426273043850832,1
0.4605404858369432,0.7393015760259337,1,3284.03,12,0.3455709980140494,4,South,31-45,0.08291231675341716,0
3.2276700283594755,0.7617014100988755,1,793.4,113,0.24341071618406393,0,South,31-45,0.45715404024772444,1
6.443847782506053,0.6993998293493066,2,245.02,16,0.24393133005498038,5,South,18-30,0.5252962883333598,0
16.354790447940616,0.6926308204573359,2,882.62,55,0.4435774854145237,2,North,18-30,0.3063044480820346,0
2.265192505056446,0.8884387645833897,2,2366.74,60,0.30357030297454635,0,North,60+,0.16478368810828276,0
7.157424286808354,0.6691909696924976,1,2261.92,87,0.21591147761555232,4,East,31-45,0.13801077762948918,0
1.4317198339498176,0.44997998820067375,3,757.76,81,0.49837383441671856,2,East,31-45,0.4154870698457012,1
15.976169064900628,0.9806896599036835,0,984.09,65,0.21256478001588824,2,Central,18-30,0.3639055057001098,0
11.100239433031657,0.9694147283880177,2,1496.36,42,0.19429139238187326,1,South,31-45,0.23431576893104666,0
3.3941275795704318,0.6920674533723993,1,1076.79,70,0.413232606729126,3,North,46-60,0.4363842889200708,1
12.29007837323495,0.8750141372501496,0,417.93,92,0.3530079576158166,1,West,18-30,0.5366914669419808,0
4.56937913193362,0.395195628181478,0,2230.94,5,0.2769775772125984,1,East,31-45,0.10011845632413263,0
11.48946183800902,0.67110729763814,0,863.17,41,0.4614426469665601,3,North,31-45,0.41850400233485524,0
5.020336270477051,0.35716025766926895,1,631.37,9,0.3894332261210338,1,North,31-45,0.3579376620558234,0
5.184171158033383,0.9249270848699762,2,496.08,65,0.24792012528200028,6,South,31-45,0.5981925150897448,1
3.4516166379072835,0.40080414190508673,4,3155.27,48,0.2477558165308114,1,East,31-45,0.03169655117251576,0
7.821025624429688,0.6177318281218854,0,531.33,67,0.13363962508712515,1,West,31-45,0.39561991926082835,1
5.480523841698929,0.7431457417114632,2,1814.83,30,0.1513455510209344,4,West,46-60,0.17762485256665175,1
7.268777834463696,0.8647849457433096,0,537.08,105,0.16569851586241016,4,Central,18-30,0.5647583990315118,1
1.1011612154789177,0.8054495956022537,0,426.63,85,0.5454876937465343,2,West,18-30,0.7032324317867743,1
11.760392221783547,0.9285992809638559,0,812.13,41,0.2939584652079778,2,East,31-45,0.4486399927950597,1
13.734873477934872,0.8607750905014224,2,4282.83,62,0.32732379431533765,2,South,18-30,0.017424684429061112,0
5.461519766493504,0.9617026244566651,1,2644.83,17,0.1425698232524053,3,South,46-60,0.11858119932075814,1
17.981119925714673,0.34898584946425215,2,487.06,68,0.5524493702504875,2,Central,31-45,0.2918606065093605,0
15.345124969233437,0.6030772692784905,2,674.25,111,0.22511761493765395,2,West,46-60,0.2745319855553195,0
7.939175524598989,0.790274604220867,1,1405.4,97,0.14219913624996133,4,North,18-30,0.29637057062673655,0
12.394483896108778,1.0,0,836.57,111,0.25215366740224604,2,South,60+,0.4554410790052685,1
10.321572744769494,0.598993101751514,0,3085.96,57,0.17454492441203243,2,North,31-45,0.048841745228207785,0
0.8133891027110791,1.0,3,1192.53,104,0.3030091607939554,2,West,46-60,0.45357036434875025,0
4.027488956837839,0.7706112317933002,1,2971.26,94,0.17275305082706466,1,West,46-60,0.07636818982348528,0
8.32569232067921,0.5576741045796043,0,442.73,45,0.4216020808000784,2,North,18-30,0.4946049688364801,0
14.331771895135635,0.46909483046746747,1,1732.01,28,0.09327370999462394,1,West,31-45,0.08421865090647522,0
1.3333317549430577,0.8471381314327802,0,799.1,24,0.6364697270546111,0,East,18-30,0.617441863155751,0
0.8789672159447341,0.571973416800951,1,167.61,57,0.258964408931505,1,East,18-30,0.5676228728746439,0
4.787935482770691,0.6455581405624164,2,721.74,106,0.09194157369354426,2,Central,46-60,0.3668386902233226,0
0.5065885361877119,0.732410306956111,0,623.03,87,0.30018551019875706,0,West,46-60,0.5412755165080253,1
4.662721032690055,0.7399033216367272,0,582.23,81,0.052910580472565354,5,East,31-45,0.5057451539880642,0
